#gene ID	dictybase ID										
#genename	gene name										
#synonyms	dictybase synonyms										
#annotation	gene annotation										
#go_terms	"GO terms associated with gene. Biological process, Molecular Function and #Cellular Component ontologies are separated by || and each term within the ontology is #separated by comma."										
#domains	Protein domain identified in gene. Separated by comma.										
#polyA	Indicate if gene has polyA tail										
#est_count	Number of ESTs mapping to gene										
#published_mutants	Published mutants of gene. Each strain is separated by ||. The phenotype #for each strain is separated by comma.										
#cell_type	gene enrichment in cell type. Defined using Maeda et al.										
#enrichment_pattern	The clone ID and cell type enrichment pattern reported by Maeda et al.										
#percent_mapability	The percent of mapable transcript nucleotides 										
#											
gene ID	genename	synonyms	annotation	go_terms	domains	polyA	est_count	published_mutants	cell_type	enrichment_pattern	percent_mapability
DDB_G0284837	DDB_G0284837				Translin	Y	3				1
DDB_G0284839	ndrC		"putative protein serine/threonine kinase, protein kinase, AGC group, NDR family protein kinase"	"P: protein amino acid phosphorylation || F: protein serine/threonine kinase activity, ATP binding || C: nucleus"	Pkinase	Y	1				0.981791
DDB_G0284841	DDB_G0284841			"P: translational initiation || F: RNA binding, translation initiation factor activity || C: cytoplasm"	IF4E	Y	3				0.959106
DDB_G0284843	DDB_G0284843					Y	12				0.983562
DDB_G0284845	gxcC	"RacGEF, RacGEF3, grfA"	"pleckstrin homology (PH) domain-containing protein, RhoGEF domain-containing protein, armadillo repeat-containing protein"	"P: regulation of Rho protein signal transduction || F: Rho guanyl-nucleotide exchange factor activity, binding || C: intracellular"	"Arm, Arm, Arm, Arm, Arm, RhoGEF"	Y	52				1
DDB_G0284847	DDB_G0284847			P:  || F:  || C: membrane	MIR	Y	3				1
DDB_G0284849	DDB_G0284849		P-type ATPase	"P: transport, cation transport || F: nucleotide binding, magnesium ion binding, catalytic activity, ATP binding, ATPase activity, coupled to transmembrane movement of ions, phosphorylative mechanism, ATPase activity, metal ion binding || C: membrane, integral to membrane"	"E1-E2_ATPase, Hydrolase"	Y	22				0.959573
DDB_G0284851	DDB_G0284851					Y					1
DDB_G0284853	DDB_G0284853		"RING zinc finger-containing protein, B-box zinc finger-containing protein, PHR domain-containing protein"	P: biological_process || F: zinc ion binding || C: cellular_component		Y	16				0.964869
DDB_G0284855	DDB_G0284855					Y					0.965482
DDB_G0284857	DDB_G0284857			P: phospholipid biosynthetic process || F: transferase activity || C: 	CDP-OH_P_transf	Y	6				1
DDB_G0284859	samkB	"smkB, SAMK-B"	"putative protein serine/threonine kinase, SAM domain-containing protein, SAMK family protein kinase"	"P: protein amino acid phosphorylation || F: protein serine/threonine kinase activity, ATP binding || C: cellular_component"	"Pkinase, SAM_2"	Y					0.938306
DDB_G0284861	eif5a	eifE	eukaryotic translation initiation factor 5A	"P: translation, translational initiation || F: translation initiation factor activity || C: "	"KOW, eIF-5a"	Y	64		prespore		1
DDB_G0284863	limB	"lim2, paxA"	LIM-type zinc finger-containing protein	"P: chemotaxis, cell adhesion, aggregation involved in sorocarp development, culmination during sorocarp development || F: zinc ion binding, metal ion binding || C: cell cortex"	"LIM, LIM, LIM, LIM, LIM"	Y	19	"limB-: aberrant F-actin organization, aberrant cell-cell adhesion, abolished sorting to prestalk region, decreased cell polarity, decreased cell-substrate adhesion, decreased chemotaxis rate, decreased gene expression, delayed gene expression, development arrests at mound stage || limB-/[cotC]:limB: development arrests at mound stage || limB-/[ecmAO]:limB: wild type"			0.978352
DDB_G0284865	ubcB	UBC1	ubiquitin conjugating enzyme	"P: protein modification process, anatomical structure morphogenesis, protein ubiquitination || F: ubiquitin-protein ligase activity || C: cellular_component"	UQ_con	Y	16	"ubcB-: development arrests at mound stage, multiple tips"			1
DDB_G0284867	abcC8		ABC transporter C family protein	"P: transport || F: transporter activity, ATP binding, ATPase activity, nucleoside-triphosphatase activity, ATPase activity, coupled to transmembrane movement of substances || C: integral to membrane"	"ABC_tran, ABC_tran, ABC_membrane, ABC_membrane"	Y	11				1
DDB_G0284869	memo1	2034	Similar to Drosophila melanogaster CG8031 (Fragment).		Memo	Y	9				0.997712
DDB_G0284871	DDB_G0284871	AAC11	"HMG-I and HMG-Y, DNA-binding domain-containing protein"	"P: regulation of transcription, DNA-dependent, chromosome organization || F: DNA binding || C: chromatin, nucleus"	"AT_hook, AT_hook, AT_hook"	Y	1				0.890401
DDB_G0284873	DDB_G0284873		5'-B-MODULE (Fragment).			Y					0.0731132
DDB_G0284875	DDB_G0284875		Pol.			Y					0.25816
DDB_G0284877	DDB_G0284877					Y					0.860759
DDB_G0284879	commd2		COMM domain-containing protein 2		HCaRG	Y	2				1
DDB_G0284881	DDB_G0284881					Y	6				1
DDB_G0284883	oxaA		putative oxidase assembly protein	P: protein insertion into membrane || F: membrane insertase activity || C: mitochondrial inner membrane	60KD_IMP	Y	3				0.982383
DDB_G0284885	DDB_G0284885					Y	2				0.916223
DDB_G0284887	DDB_G0284887			P: apoptosis || F:  || C: cytoplasm	PDCD2_C	Y	2				1
DDB_G0284889	DDB_G0284889				Skp1	Y	1				0.996711
DDB_G0284891	rpb7		DNA-directed RNA polymerase II subunit 7	"P: transcription from RNA polymerase II promoter || F: single-stranded DNA binding, DNA-directed RNA polymerase activity, DNA-directed RNA polymerase activity || C: DNA-directed RNA polymerase II, holoenzyme"	"S1, RNA_pol_Rpb7_N"	Y	5				1
DDB_G0284893	DDB_G0284893			"P: transport, ion transport || F: ion channel activity || C: membrane, integral to membrane"	Ion_trans	Y					0.972248
DDB_G0284895	DDB_G0284895		"WSC domain-containing protein, SCP-like extracellular domain-containing protein"	P: biological_process || F: molecular_function || C: extracellular region	"SCP, WSC, WSC"	Y	2				0.995622
DDB_G0284897	abkD	AdckB2	"putative protein serine/threonine kinase, ABC1 family protein kinase, ABC1-B subfamily protein kinase"	"P: protein amino acid phosphorylation || F: protein kinase activity, ATP binding || C: cellular_component"	ABC1	Y	16				0.967449
DDB_G0284899	DDB_G0284899			"P: proteolysis, pathogenesis || F: metalloendopeptidase activity, metal ion binding || C: "		Y	2				0.951391
DDB_G0284901	DDB_G0284901			P: metabolic process || F: catalytic activity || C: 	Isochorismatase	Y	2				0.57717
DDB_G0284903	culC		cullin C	P: ubiquitin-dependent protein catabolic process || F: ubiquitin protein ligase binding || C: cullin-RING ubiquitin ligase complex	"Cullin, Cullin_Nedd8"	Y	29				0.990913
DDB_G0284905	ap4s1		"adapter-related protein complex 4 sigma 1 subunit, clathrin-adaptor small chain, sigma adaptin"	"P: transport, intracellular protein transport || F:  || C: coated vesicle membrane"	Clat_adaptor_s	Y					1
DDB_G0284907	DDB_G0284907		unknown	P: biological_process || F: molecular_function || C: cellular_component		Y	3		prestalk	Late prestalk SSE634 pattern	1
DDB_G0284909	DDB_G0284909					Y	6				0.966502
DDB_G0284911	timm10		mitochondrial import inner membrane translocase subunit 10	"P: protein targeting to mitochondrion, protein import into mitochondrial inner membrane || F: protein transporter activity || C: mitochondrial intermembrane space protein transporter complex"	zf-Tim10_DDP	Y	4				1
DDB_G0284913	DDB_G0284913					Y	2				1
DDB_G0284915	DDB_G0284915		"class II aldolase/adducin, N-terminal domain-containing protein"	"P:  || F: molecular_function, metal ion binding || C: cellular_component"	Aldolase_II	Y	1				1
DDB_G0284917	DDB_G0284917					Y	2				0.988918
DDB_G0284919	DDB_G0284919			P: metabolic process || F: oxidoreductase activity || C: 	adh_short	Y					1
DDB_G0284921	DDB_G0284921					Y					1
DDB_G0284923	CYP554A1		cytochrome P450 family protein	"P: biological_process || F: monooxygenase activity, iron ion binding, oxidoreductase activity, heme binding, metal ion binding || C: cellular_component"	p450	Y					1
DDB_G0284925	DDB_G0284925		unknown	P: biological_process || F: molecular_function || C: cellular_component		Y					0.39779
DDB_G0284927	DDB_G0284927		unknown	P: biological_process || F: molecular_function || C: cellular_component		Y	1				0.480663
DDB_G0284929	DDB_G0284929					Y					1
DDB_G0284931	DDB_G0284931		unknown	P: biological_process || F: molecular_function || C: cellular_component		Y	5				0.371429
DDB_G0284933	DDB_G0284933					Y	6				0.948213
DDB_G0284935	DDB_G0284935					Y	1				0.997194
DDB_G0284937	DDB_G0284937		rhomboid family protein	P: biological_process || F: molecular_function || C: integral to membrane	Rhomboid	Y	4				0.944499
DDB_G0284939	DDB_G0284939		thioredoxin domain-containing protein	P: cell redox homeostasis || F: protein disulfide oxidoreductase activity || C: cellular_component	Thioredoxin	Y	3				1
DDB_G0284941	DDB_G0284941		thioredoxin domain-containing protein	P: biological_process || F: molecular_function || C: cellular_component	Thioredoxin	Y	11				1
DDB_G0284943	DDB_G0284943				MFS_1	Y					0.995199
DDB_G0284945	fsjC	ftsj3	"rRNA methyltransferase, putative rRNA (uridine-2'-O-)-methyltransferase"	P: rRNA methylation || F: rRNA methyltransferase activity || C: nucleus	"FtsJ, Spb1_C"	Y	49				1
DDB_G0284947	ucr	uqcrfs1	"ubiquinol-cytochrome-c reductase subunit, Rieske iron-sulfur protein"	"P: mitochondrial electron transport, ubiquinol to cytochrome c || F: ubiquinol-cytochrome-c reductase activity || C: mitochondrial respiratory chain complex III, membrane"		Y	16				1
DDB_G0284949	DDB_G0284949					Y					0.984962
DDB_G0284951	vamp7A	"vamp7, DdVamp7A"	"vesicle-associated membrane protein 7, synaptobrevin domain-containing protein, longin domain-containing protein, v-SNARE family protein"	"P: vesicle-mediated transport || F: protein binding || C: endosome, integral to membrane"	Synaptobrevin	Y	7	[dscB]:GFP:vamp7A(L35A): increased localization of protein to the plasma membrane			1
DDB_G0284953	oplah		"5-oxoprolinase (ATP-hydrolyzing), 5-oxo-L-proline amidohydrolase"	P: biological_process || F: hydrolase activity || C: cellular_component	"Hydantoinase_A, Hydantoinase_B, Hydant_A_N"	Y	13	"V31752: aberrant cAMP wave formation, wild type"			1
DDB_G0284955	DDB_G0284955		P-type ATPase	"P: transport, cation transport, metabolic process || F: nucleotide binding, magnesium ion binding, catalytic activity, ATP binding, ATPase activity, coupled to transmembrane movement of ions, phosphorylative mechanism, hydrolase activity, hydrolase activity, acting on acid anhydrides, catalyzing transmembrane movement of substances, ATPase activity, metal ion binding || C: membrane, integral to membrane"	"E1-E2_ATPase, Hydrolase"	Y	5				0.927873
DDB_G0284957	DDB_G0284957					Y					0.967558
DDB_G0284959	DDB_G0284959		optic atrophy 3-like family protein	P: biological_process || F: molecular_function || C: cellular_component	OPA3	Y					1
DDB_G0284961	DDB_G0284961				zf-HIT	Y					1
DDB_G0284963	DDB_G0284963		putative acyl-CoA synthetase	P: metabolic process || F: catalytic activity || C: 		Y	18				0.998433
DDB_G0284965	DDB_G0284965					Y					1
DDB_G0284967	DDB_G0284967					Y					1
DDB_G0284969	DDB_G0284969		"tetratricopeptide-like helical domain-containing protein (TPR), Sel1-like repeat-containing protein"	P:  || F: binding || C: 		Y	2				0.957507
DDB_G0284971	DDB_G0284971		putative transmembrane protein	P: biological_process || F: molecular_function || C: integral to membrane		Y	2				0.92233
DDB_G0284973	DDB_G0284973				"DUF2451, DUF2450"	Y					0.966273
DDB_G0284975	tpsB		"glycosyltransferase, alpha,alpha-trehalose-phosphate synthase, trehalose 6-phosphate synthase, trehalose-phosphatase"	"P: trehalose biosynthetic process || F: alpha,alpha-trehalose-phosphate synthase (UDP-forming) activity, trehalose-phosphatase activity, transferase activity || C: cellular_component"	"Glyco_transf_20, Trehalose_PPase"	Y	51				0.997051
DDB_G0284977	DDB_G0284977		armadillo-like helical domain-containing protein	P:  || F: binding || C: 		Y					0.97422
DDB_G0284979	DDB_G0284979					Y					0.976593
DDB_G0284981	DDB_G0284981					Y					0.902815
DDB_G0284983	colD		"colossin D, Cna B-type domain-containing protein"	P: biological_process || F: molecular_function || C: cellular_component		Y	45				1
DDB_G0284985	rab1D		Rab GTPase	"P: regulation of transcription, DNA-dependent, small GTPase mediated signal transduction, protein transport || F: nucleotide binding, ATP binding, GTP binding, transcription factor binding || C: intracellular, membrane, phagocytic vesicle"	Ras	Y	7				0.998158
DDB_G0284987	repG	FEN1	"XPG, flap structure specific endonuclease 1"	"P: DNA replication, DNA repair || F: magnesium ion binding, DNA binding, exonuclease activity, 5'-3' exonuclease activity, manganese ion binding, flap endonuclease activity || C: nucleus"	"XPG_N, XPG_I"	Y	22				1
DDB_G0284989	DDB_G0284989					Y	2				1
DDB_G0284991	DDB_G0284991					Y					0.196162
DDB_G0284993	DDB_G0284993					Y					1
DDB_G0284995	DDB_G0284995	rabGAP	"ankyrin repeat-containing protein, RabGAP/TBC domain-containing protein, putative GTPase activating protein (GAP)"		TBC	Y	3				0.994279
DDB_G0284997	DDB_G0284997		"SH3 domain-containing protein, BAR domain-containing protein"	P:  || F: protein binding || C: cytoplasm		Y	2				0.996448
DDB_G0284999	DDB_G0284999		unknown	P: biological_process || F: molecular_function || C: cellular_component		Y	6				0.998802
DDB_G0285001	DDB_G0285001				"FNIP, FNIP, FNIP, FNIP, FNIP, FNIP"	Y					0.986333
DDB_G0285003	aifC		putative apoptosis inducing factor	"P: biological_process || F: disulfide oxidoreductase activity, oxidoreductase activity || C: cellular_component"	"Pyr_redox, Pyr_redox_2"	Y	7				0.980456
DDB_G0285005	aifB		putative apoptosis inducing factor	"P: biological_process || F: disulfide oxidoreductase activity, oxidoreductase activity || C: cellular_component"	"Pyr_redox, Pyr_redox, Pyr_redox_2"	Y	2				0.979399
DDB_G0285007	prafB		PRA1 family protein 2	P: biological_process || F: molecular_function || C: integral to membrane		Y	1				1
DDB_G0285009	hemD		putative uroporphyrinogen III synthase	"P: porphyrin biosynthetic process, heme biosynthetic process || F: uroporphyrinogen-III synthase activity || C: cellular_component"		Y					0.794449
DDB_G0285011	DDB_G0285011		putative mitochondrial transferase	P: glycine catabolic process || F: aminomethyltransferase activity || C: cytoplasm		Y	17				1
DDB_G0285013	DDB_G0285013			P:  || F: N-acetyltransferase activity || C: 	Acetyltransf_1	Y					1
DDB_G0285015	DDB_G0285015					Y					0.937282
DDB_G0285017	DDB_G0285017					Y					0.954262
DDB_G0285019	DDB_G0285019					Y	3				0.152853
DDB_G0285021	DDB_G0285021					Y	4				1
DDB_G0285023	alrF		aldo-keto reductase	P: metabolic process || F: oxidoreductase activity || C: cellular_component	Aldo_ket_red	Y	1				0.927095
DDB_G0285025	alrE		aldo-keto reductase	P: metabolic process || F: oxidoreductase activity || C: cellular_component	Aldo_ket_red	Y	13				0.990815
DDB_G0285027	alrD		aldo-keto reductase	P: metabolic process || F: oxidoreductase activity || C: cellular_component	Aldo_ket_red	Y	3				0.941648
DDB_G0285029	sfxn		"sideroflexin, tricarboxylate carrier (MTC) family protein"	P: cation transport || F: cation transmembrane transporter activity || C: integral to membrane	Mtc	Y	2				1
DDB_G0285031	DDB_G0285031					Y					0.913837
DDB_G0285033	DDB_G0285033		Q9RPT1 Rhamnolipids biosynthesis 3-oxoacyl-[acyl-carrier protein] reductase (EC 1.1.1.100) (3-ketoacyl-acyl carrier protein reductase).	P: metabolic process || F: oxidoreductase activity || C: 	adh_short	Y	4				0.996188
DDB_G0285035	DDB_G0285035		Pol.			Y					0.0914634
DDB_G0285037	DDB_G0285037					Y					0.896194
DDB_G0285039	DDB_G0285039					Y					1
DDB_G0285041	DDB_G0285041			P: metabolic process || F: catalytic activity || C: 	Isochorismatase	Y	8				0.572347
DDB_G0285043	DDB_G0285043		unknown	P: biological_process || F: molecular_function || C: cellular_component		Y	4				0.364641
DDB_G0285045	DDB_G0285045		EGF-like domain-containing protein	P: biological_process || F: molecular_function || C: integral to membrane		Y	1				0.998551
DDB_G0285047	DDB_G0285047					Y					0.924051
DDB_G0285049	DDB_G0285049					Y					0.893178
DDB_G0285051	rab32D		Rab GTPase	"P: small GTPase mediated signal transduction, protein transport || F: nucleotide binding, GTP binding || C: cellular_component, membrane"	Ras	Y					0.99564
DDB_G0285053	alrB		aldo-keto reductase	"P:  || F: aldehyde reductase activity, oxidoreductase activity || C: "	Aldo_ket_red	Y	9				0.983991
DDB_G0285055	DDB_G0285055					Y	4				0.981197
DDB_G0285057	DDB_G0285057				SAP18	Y					0.996154
DDB_G0285059	DDB_G0285059			P: regulation of cell cycle || F:  || C: 	Cyclin_N	Y					0.903167
DDB_G0285063	DDB_G0285063		putative E3 ubiquitin-protein ligase	P: protein polyubiquitination || F: ubiquitin-protein ligase activity || C: cellular_component		Y	26				0.981195
DDB_G0285065	DDB_G0285065					Y	2				0.981772
DDB_G0285067	exoc1	sec3	exocyst complex subunit 1		Sec3	Y	6				0.984854
DDB_G0285069	btg		anti-proliferative BTG domain-containing protein		BTG	Y	22				0.998429
DDB_G0285071	echs1		"enoyl-CoA hydratase, enoyl Coenzyme A hydratase, mitochondrial"	P: fatty acid beta-oxidation || F: enoyl-CoA hydratase activity || C: mitochondrion	ECH	Y	11				0.997605
DDB_G0285073	DDB_G0285073		vacuolar sorting protein 9 domain-containing protein	P: biological_process || F: molecular_function || C: cellular_component	VPS9	Y	1				0.94363
DDB_G0285075	DDB_G0285075					Y					0.326942
DDB_G0285077	u2af1	U2AF35	"RNA-binding region RNP-1 domain-containing protein, RNA recognition motif-containing protein RRM, U2 snRNP auxiliary factor small subunit, CCHC-type zinc finger-containing protein"	"P: nuclear mRNA splicing, via spliceosome || F: nucleotide binding, RNA binding, zinc ion binding || C: nucleus, snRNP U2"	"zf-CCCH, zf-CCCH"	Y	26				0.973183
DDB_G0285079	DDB_G0285079					Y	6				1
DDB_G0285081	DDB_G0285081		leucine-rich repeat-containing protein (LRR)	P: biological_process || F: molecular_function || C: cellular_component		Y	3				0.939778
DDB_G0285083	DDB_G0285083			P: sorocarp development || F:  || C: 		Y		"V10117: aberrant slug migration, abolished culmition"			0.983355
DDB_G0285085	DDB_G0285085			P:  || F: nucleotide binding || C: 		Y					0.70159
DDB_G0285087	DDB_G0285087					Y					0.563463
DDB_G0285089	DDB_G0285089		Pol.	"P: RNA-dependent DNA replication || F: RNA binding, RNA-directed DNA polymerase activity || C: "	"RVT_1, Exo_endo_phos"	Y					0.0203877
DDB_G0285091	DDB_G0285091		Pol.			Y					0.00460829
DDB_G0285093	DDB_G0285093					Y					0.894572
DDB_G0285095	DDB_G0285095		TPR repeat-containing protein	"P: biological_process || F: molecular_function, binding || C: cellular_component, membrane"		Y	3				1
DDB_G0285097	DDB_G0285097					Y					0.000892857
DDB_G0285099	psmE3	"PA28, DPR1"	"proteasome activator complex subunit 3, proteasome activator 28 subunit"	"P: catabolic process, protein catabolic process || F: proteasome activator activity || C: nucleus, protein complex"	PA28_beta	Y	5				1
DDB_G0285101	kif4	"K4, ksnD"	"kinesin-7, kinesin family member 4"	"P: mitotic metaphase, microtubule-based movement || F: microtubule motor activity, microtubule motor activity, ATP binding, kinetochore binding || C: chromosome, centromeric region, microtubule associated complex"	Kinesin	Y	5				0.994801
DDB_G0285103	DDB_G0285103					Y	31				1
DDB_G0285105	psmD13		"26S proteasome non-ATPase regulatory subunit 13, 26S proteasome regulatory subunit S11"	"P: ubiquitin-dependent protein catabolic process || F: endopeptidase activity || C: cytosol, proteasome regulatory particle, protein complex"	PCI	Y	39				1
DDB_G0285107	DDB_G0285107				COPI_assoc	Y	1				1
DDB_G0285109	DDB_G0285109				"FNIP, FNIP, FNIP"	Y					1
DDB_G0285111	snpA	alpha-SNAP	soluble NSF attachment protein alpha isoform	"P: intracellular protein transport || F: transporter activity, soluble NSF attachment protein activity, binding, protein binding || C: endoplasmic reticulum, Golgi apparatus, membrane, phagocytic vesicle"	NSF	Y	16				1
DDB_G0285113	DDB_G0285113			P: intracellular protein transport || F:  || C: clathrin vesicle coat	Adap_comp_sub	Y	3				1
DDB_G0285115	DDB_G0285115					Y					1
DDB_G0285117	rad54b		"SNF2-related domain-containing protein, DEAD/DEAH box helicase domain-containing protein, CHR group protein, helicase, C-terminal domain-containing protein"	"P: DNA repair || F: DNA binding, helicase activity, ATP binding || C: nucleus"	"SNF2_N, Helicase_C"	Y					1
DDB_G0285119	DDB_G0285119					Y					0.861519
DDB_G0285121	DDB_G0285121					Y					1
DDB_G0285123	DDB_G0285123					Y					0.958127
DDB_G0285125	DDB_G0285125		cyclin-like F-box containing protein	P: biological_process || F: molecular_function || C: cellular_component	F-box	Y					0.935961
DDB_G0285127	DDB_G0285127			P:  || F: hydrolase activity || C: 	Metallophos	Y	1				0.99637
DDB_G0285129	DDB_G0285129					Y	3				0.993695
DDB_G0285131	derl2		derlin-2	P: ER-associated protein catabolic process || F: molecular_function || C: integral to endoplasmic reticulum membrane	DER1	Y					1
DDB_G0285133	mocs2s		molybdenum cofactor synthesis protein 2 small subunit	P: sulfur metabolic process || F:  || C: 	ThiS	Y	1				1
DDB_G0285135	DDB_G0285135					Y					0.842663
DDB_G0285137	mocs1		molybdenum cofactor synthesis 1	"P: metabolic process || F: nucleotide binding, catalytic activity, iron ion binding, GTP binding, metal ion binding, iron-sulfur cluster binding, 4 iron, 4 sulfur cluster binding || C: molybdopterin synthase complex"	"MoaC, Radical_SAM, Mob_synth_C"	Y	6				0.98416
DDB_G0285139	gtaL		"putative GATA-binding transcription factor, GATA zinc finger domain-containing protein 12"	"P: regulation of transcription, DNA-dependent || F: transcription factor activity, zinc ion binding, sequence-specific DNA binding || C: nucleus"	GATA	Y					0.927235
DDB_G0285141	osbJ		"oxysterol binding family protein, member 10"	P: steroid metabolic process || F: molecular_function || C: cellular_component	Oxysterol_BP	Y					0.999148
DDB_G0285143	DDB_G0285143		unknown	P: biological_process || F: molecular_function || C: cellular_component		Y	2				1
DDB_G0285145	DDB_G0285145				UPF0075	Y					0.998469
DDB_G0285147	DDB_G0285147					Y	16				0.938462
DDB_G0285149	DDB_G0285149		"RING zinc finger-containing protein, TRAF-type zinc finger-containing protein, meprin and TRAF homology (MATH) domain-containing protein"	"P: biological_process || F: protein binding, zinc ion binding || C: cellular_component"	zf-TRAF	Y	4				1
DDB_G0285151	DDB_G0285151					Y					0.976589
DDB_G0285153	DDB_G0285153					Y					1
DDB_G0285155	DDB_G0285155					Y					0.983382
DDB_G0285157	DDB_G0285157					Y	2				0.987342
DDB_G0285159	stt3		"oligosaccharyl transferase, STT3 subunit, glycosyltransferase, oligosaccharyltransferase, dolichyl-diphosphooligosaccharide-protein glycotransferase"	"P: protein amino acid N-linked glycosylation || F: dolichyl-diphosphooligosaccharide-protein glycotransferase activity, transferase activity || C: oligosaccharyltransferase complex, integral to membrane"	STT3	Y	183				0.999534
DDB_G0285161	dagA	"CRAC, synag7"	"cytosolic regulator of adenylyl cyclase, PH domain-containing protein, cytosolic regulator of adenylate cyclase"	"P: chemotaxis, chemotaxis, G-protein signaling, coupled to cAMP nucleotide second messenger, G-protein signaling, coupled to cAMP nucleotide second messenger, regulation of actin polymerization or depolymerization, sporulation resulting in formation of a cellular spore, sorocarp development, aggregation involved in sorocarp development, aggregation involved in sorocarp development, positive regulation of adenylate cyclase activity, positive regulation of adenylate cyclase activity, phosphoinositide-mediated signaling || F: phosphatidylinositol-3,4,5-triphosphate binding, phosphatidylinositol-3,4,5-triphosphate binding, enzyme activator activity, phosphatidylinositol-3,4-bisphosphate binding, phosphatidylinositol-3,4-bisphosphate binding || C: cytosol, cytosol, cytosol, cytosol, extrinsic to plasma membrane, extrinsic to plasma membrane, extrinsic to plasma membrane, extrinsic to plasma membrane, extrinsic to plasma membrane, cell leading edge, leading edge membrane, leading edge membrane"	PH	Y	9	"V00262: abolished aggregation, abolished cAMP wave formation, abolished culmition, abolished slug migration, abolished streaming || V10567: abolished aggregation, abolished cAMP wave formation, abolished culmition, abolished slug migration, abolished streaming || [act15]:dagA: wild type || dagA-: abolished activation of adenylate cyclase, abolished aggregation, abolished gene expression, decreased gene expression || dagA-/[act15]:dagA: wild type"			1
DDB_G0285163	gacT	"RacGAP, DG1094"	RhoGAP domain-containing protein	"P: signal transduction, sorocarp development, regulation of Rac protein signal transduction || F: Rac GTPase activator activity || C: intracellular"	RhoGAP	Y	34	"V10260: aberrant cAMP wave formation, aberrant culmition, aberrant slug migration || gacT-: aberrant fruiting body morphology"			0.994721
DDB_G0285165	abcC9	abcC11	ABC transporter C family protein	"P: transport, slug development during sorocarp development || F: transporter activity, ATP binding, ATPase activity, nucleoside-triphosphatase activity, ATPase activity, coupled to transmembrane movement of substances || C: integral to membrane"	"ABC_tran, ABC_tran, ABC_membrane, ABC_membrane"	Y		V10460: aberrant slug migration			0.996286
DDB_G0285167	DDB_G0285167					Y	2				0.867828
DDB_G0285169	DDB_G0285169					Y					0.682028
DDB_G0285171	DDB_G0285171					Y					0.886256
DDB_G0285173	DDB_G0285173					Y					0.731681
DDB_G0285175	vmp1	tmem49	"transmembrane protein, TMEM49 family protein, vacuole membrane protein 1"	"P: exocytosis, pinocytosis, hypotonic response, endoplasmic reticulum organization, Golgi organization, cell proliferation, aggregation involved in sorocarp development, contractile vacuole organization || F: molecular_function || C: contractile vacuole, endoplasmic reticulum membrane, integral to membrane"		Y	2	"vmp1-: aberrant aggregation, aberrant response to hypo-osmotic stress, decreased exocytosis, decreased gene expression, decreased growth rate, decreased pinocytosis"			1
DDB_G0285177	DDB_G0285177			P:  || F: protein binding || C: 		Y	1				0.921293
DDB_G0285179	DDB_G0285179					Y	4				0.960827
DDB_G0285181	DDB_G0285181				H_lectin	Y					1
DDB_G0285183	DDB_G0285183			"P:  || F: kinase activity, transferase activity || C: "		Y					0.84017
DDB_G0285185	DDB_G0285185					Y					1
DDB_G0285187	DDB_G0285187					Y					1
DDB_G0285189	DDB_G0285189		unknown	P: biological_process || F: molecular_function || C: cellular_component		Y	1				0.963283
DDB_G0285191	DDB_G0285191		"putative protein tyrosine phosphatase, PTP/DSP-like protein"	P: biological_process || F: protein tyrosine phosphatase activity || C: cellular_component		Y	1				0.99944
DDB_G0285193	hprT	"HGPRT, HPT"	hypoxanthine phosphoribosyltransferase	"P: purine ribonucleoside salvage, nucleoside metabolic process || F: hypoxanthine phosphoribosyltransferase activity, transferase activity, transferase activity, transferring glycosyl groups || C: cytoplasm"	Pribosyltran	Y	6				1
DDB_G0285195	DDB_G0285195					Y					0.677524
DDB_G0285197	gpn3	atpbd1C	GPN-loop GTPase 3	P: biological_process || F: nucleotide binding || C: cellular_component	ATP_bind_1	Y					1
DDB_G0285201	DDB_G0285201				Avl9	Y					0.955155
DDB_G0285203	DDB_G0285203					Y	2				1
DDB_G0285205	DDB_G0285205		"SNF2-related domain-containing protein, CHR group protein, helicase, C-terminal domain-containing protein, HMG-I and HMG-Y, DNA-binding domain-containing protein, HSA domain-containing protein"	"P:  || F: DNA binding, helicase activity, ATP binding || C: "		Y	2				0.961794
DDB_G0285207	DDB_G0285207					Y					0.829659
DDB_G0285209	DDB_G0285209				Methyltransf_16	Y					1
DDB_G0285211	fadA	des5-1	delta 5 fatty acid desaturase	"P: lipid metabolic process, fatty acid biosynthetic process, unsaturated fatty acid biosynthetic process, multicellular organismal development, response to heat || F: iron ion binding, oxidoreductase activity, oxidoreductase activity, acting on paired donors, with oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water, heme binding, transition metal ion binding || C: plasma membrane, membrane"	"Cyt-b5, FA_desaturase"	Y	75	fadA-: increased resistance to heat shock			0.992837
DDB_G0285213	dhx15	prp43	"DEAD/DEAH box helicase, putative RNA splicing factor"	"P: mRNA processing || F: nucleotide binding, nucleic acid binding, ATP-dependent RNA helicase activity, ATP binding, nucleoside-triphosphatase activity || C: spliceosome"	"Helicase_C, HA2, DUF1605"	Y	34				1
DDB_G0285215	DDB_G0285215		unknown	P: biological_process || F: molecular_function || C: cellular_component		Y	148				1
DDB_G0285217	tgrE_ps	lagE2				Y					0.967742
DDB_G0285219	DDB_G0285219					Y	3				0.949519
